Time,Text
2022-11-18 22:48:00+00:00,"b'RT @PeterObiUpdates: HE Peter Obi at Port Harcourt yesterday, thanks River State people for the love \xf0\x9f\x92\x95\xf0\x9f\x98\x98 and care you people gave to our inc\xe2\x80\xa6'"
2022-11-18 22:47:59+00:00,b'RT @BaridamBenjamin: And you still want to vote APC in 2023? Then you MUST be very MAD!\n\nTinubu is Buhari Pro Max who have vowed to build o\xe2\x80\xa6'
2022-11-18 22:47:59+00:00,b'RT @DanBornoReal: A content of Peter Obi in Hausa/Kanuri language needs to be created and run in some radio stations in Maiduguri for some\xe2\x80\xa6'
2022-11-18 22:47:58+00:00,b'RT @_justdonald: These kids want Peter Obi as their next president.\nYou can feel the pains in their voice.\n@drpenking\n@SavvyRinu #PeterObiF\xe2\x80\xa6'
2022-11-18 22:47:57+00:00,"b""RT @AishaYesufu: When Peter Obi @PeterObi speaks I don't hold my breath. I know he is capable. Beyond his capacity is the fact that he is w\xe2\x80\xa6"""
2022-11-18 22:47:56+00:00,b'@Mhiz_divaa @fkeyamo It\xe2\x80\x99s normal for u not to like good thing. \nBut by Gods grace good thing will come after u. And\xe2\x80\xa6 https://t.co/wxexdv2Zad'
2022-11-18 22:47:55+00:00,b'RT @MissPearls: \xe2\x80\x9cThe new manifesto is ready and I\xe2\x80\x99ll discuss with Peter Obi on whether we should release it directly or do an unveiling cer\xe2\x80\xa6'
2022-11-18 22:47:55+00:00,"b""RT @dokubohilda: Nigerians do not allow any confused being to confuse you with all what not. This is he. I can't wait for us to start the p\xe2\x80\xa6"""
2022-11-18 22:47:54+00:00,"b'RT @Nnaba_Frank: Charles Soludo this is Nando to Achala/Awkuzu Junction also linking Igbariam, constructed by Peter Obi @PeterObi almost 10\xe2\x80\xa6'"
2022-11-18 22:47:54+00:00,"b'RT @IgweOdyssey: Truly, there is no alternative to Peter Obi. The other two are wicked looters.\n\nBaba blue funsho Williams mueez akande nai\xe2\x80\xa6'"
2022-11-18 22:47:53+00:00,b'RT @DanBornoReal: A content of Peter Obi in Hausa/Kanuri language needs to be created and run in some radio stations in Maiduguri for some\xe2\x80\xa6'
2022-11-18 22:47:52+00:00,b'RT @renoomokri: Peter Obi is a trader. He went to Rivers to trade Labour Party\xe2\x80\x99s gubernatorial candidate for his ambition. Now Nigerians kn\xe2\x80\xa6'
2022-11-18 22:47:49+00:00,"b""RT @dokubohilda: Nigerians do not allow any confused being to confuse you with all what not. This is he. I can't wait for us to start the p\xe2\x80\xa6"""
2022-11-18 22:47:49+00:00,"b""RT @Hassanlabo: I am ready to serve in any capacity if called upon by Peter Obi because for me it'spaybackk time, we have a duty to take ba\xe2\x80\xa6"""
2022-11-18 22:47:45+00:00,"b""RT @dokubohilda: Nigerians do not allow any confused being to confuse you with all what not. This is he. I can't wait for us to start the p\xe2\x80\xa6"""
2022-11-18 22:47:44+00:00,"b""RT @Princeujay: Peter Obi\xe2\x80\x99s clean legacy has attracted divine favor, triggering this formidable force.\nThe opposition's pains are WHY an Or\xe2\x80\xa6"""
2022-11-18 22:47:42+00:00,b'RT @firstladyship: This is Street Credibility. Peter Obi is not your mate. Can you fight GRACE? \xf0\x9f\x92\xaa\xf0\x9f\x91\x8f https://t.co/m0HEqDeoHg'
2022-11-18 22:47:42+00:00,b'RT @novieverest: Mikano boys - \n\n3 months ago - Peter Obi can not win any state.\n\n2 months ago - He might win Anambra state.\n\nJust yesterda\xe2\x80\xa6'
2022-11-18 22:47:37+00:00,b'RT @JaypeeGeneral: Soludo has disappointed Ndi Anambra by jealously attacking Peter Obi. He should stop gambling with his re-election. The\xe2\x80\xa6'
2022-11-18 22:47:34+00:00,b'RT @VictorIsrael_: Gov Seyi Makinde gave Peter Obi a 10000 capacity stadium to host the Obidatti rally in Ibadan Oyo state. Tinubu boys are\xe2\x80\xa6'
2022-11-18 22:47:33+00:00,b'RT @VictorIsrael_: Gov Seyi Makinde gave Peter Obi a 10000 capacity stadium to host the Obidatti rally in Ibadan Oyo state. Tinubu boys are\xe2\x80\xa6'
2022-11-18 22:47:30+00:00,"b'RT @JaypeeGeneral: Peter Obi, Na YOU we want as our President! PO remains the most accepted presidential candidate in this election. He is\xe2\x80\xa6'"
2022-11-18 22:47:28+00:00,b'RT @balamiisaac: The Islamic Society of Nigeria released a song for Mr. Peter Obi  yesterday in Jos.\n\nThis is coming just a day after Tinub\xe2\x80\xa6'
2022-11-18 22:47:28+00:00,"b""RT @urchilla01: Peter Obi should never stop saying that he didn't steal state funds as a governor. He should keep screaming it &amp; reminding\xe2\x80\xa6"""
2022-11-18 22:47:27+00:00,b'RT @VictorIsrael_: Gov Seyi Makinde gave Peter Obi a 10000 capacity stadium to host the Obidatti rally in Ibadan Oyo state. Tinubu boys are\xe2\x80\xa6'
